,Security Code,Security Id,Security Name,dayHigh,dayLow,52weekHigh,52weekLow
3801,542034,SMGOLD,S. M. Gold Ltd,34.80,34.80,44.80,20.50
3618,540614,GGENG,G G Engineering Ltd,34.85,34.10,51.30,17.00
3941,590122,ASHIKACR,ASHIKA CREDIT CAPITAL LTD.,34.90,33.95,45.05,31.50
2163,531489,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,35.00,30.35,51.10,23.85
2974,533761,GPTINFRA,GPT INFRAPROJECTS LTD.,35.00,34.70,65.00,28.55
3857,542682,HARISH,Harish Textile Engineers Ltd,35.00,33.30,68.00,29.75
3605,540530,HUDCO,Housing and Urban Development Corporation Ltd,35.00,34.15,47.70,28.70
2719,532855,HARYNACAP,HARYANA CAPFIN LTD.,35.05,35.05,51.75,26.60
2795,532974,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,35.05,34.00,57.00,28.50
2089,531287,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,35.10,34.25,42.25,29.95
2820,533022,20MICRONS,20 MICRONS LTD.,35.40,34.65,44.30,28.55
2582,532659,IDFC,IDFC LIMITED,35.50,34.50,48.05,30.80
664,508918,GREYCELLS,Greycells Education Limited,35.55,35.55,53.00,13.40
3486,539938,MIL,Medico Intercontinental Ltd,35.60,35.60,132.10,29.25
335,502589,VAPIPPR,VAPI PAPER MILLS LTD.,35.70,35.70,35.70,5.44
1924,530697,ZENLABS,Zenlabs Ethica Ltd,35.75,32.35,66.60,17.90
3929,590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,35.80,33.50,59.40,23.50
461,505358,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,35.90,34.50,58.50,33.95
3827,542437,ANMOL,Anmol India Ltd,35.90,35.90,35.90,25.00
2663,532774,INSPIRISYS,Inspirisys Solutions Ltd,35.95,32.60,59.95,32.00
3828,542446,JONJUA,Jonjua Overseas Ltd,35.95,35.95,42.80,6.93
646,507981,JINDHOT,JINDAL HOTELS LTD.,35.95,33.40,52.35,27.35
2203,531600,GOGIACAP,Gogia Capital Services Limited,36.00,36.00,52.00,36.00
1211,519216,AJANTSOY,AJANTA SOYA LTD.,36.00,31.75,38.85,16.30
1673,526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,36.00,36.00,63.00,30.90
3834,542579,AGOL,Ashapuri Gold Ornament Ltd,36.00,36.00,58.50,15.00
57,500116,IDBI,IDBI BANK LTD.,36.00,35.20,48.10,23.55
671,508961,SHRICON,SHRICON INDUSTRIES LTD.,36.10,36.10,42.00,36.10
667,508933,AYMSYNTEX,AYM Syntex Ltd,36.15,33.00,43.00,27.45
3931,590082,LOHIASEC,LOHIA SECURITIES LTD.,36.20,36.20,46.00,36.20
3296,539195,POEL,POCL Enterprises Ltd,36.30,29.05,45.90,24.70
2957,533543,BROOKS,BROOKS LABORATORIES LTD.,36.45,32.45,57.44,19.98
384,504028,GEE,GEE LTD.,36.60,34.00,41.95,18.35
700,509220,PTL,PTL ENTERPRISES LTD.-$,36.60,36.60,45.50,32.45
3350,539346,SADBHIN,Sadbhav Infrastructure Project Ltd,36.65,33.75,112.30,33.75
1105,515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,36.70,34.25,98.90,17.35
575,506919,MAKERSL,MAKERS LABORATORIES LTD.-$,36.80,35.50,67.75,32.05
195,500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,36.80,34.00,46.00,26.55
3885,542864,MOUNT,Mount Housing and Infrastructure Ltd,36.90,35.10,36.90,25.00
535,506261,MODISNME,MODISON METALS LTD.-$,36.95,35.05,50.75,29.00
3167,538668,NAYSAA,Naysaa Securities Ltd,37.00,36.50,54.00,20.35
3123,538432,DIVINUS,Divinus Fabrics Ltd,37.00,35.50,37.15,15.55
3092,537536,DENISCHEM,Denis Chem Lab Ltd,37.00,33.10,78.00,29.80
522,506142,VYAPAR,VYAPAR INDUSTRIES LTD.,37.10,33.60,42.75,21.95
2015,531109,ISHANCH,ISHAN DYES & CHEMICALS LTD.,37.20,30.05,37.20,20.00
1706,526668,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,37.20,36.00,54.50,27.35
3401,539526,SCTL,Suncare Traders Ltd,37.40,33.90,45.00,10.00
47,500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,37.45,36.00,78.75,35.80
269,500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,37.50,35.75,48.00,28.90
2550,532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,37.80,36.20,42.05,19.50
3912,590024,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,37.85,36.45,54.00,30.00
3175,538714,SUCHITRA,Suchitra Finance & Trading Company Ltd,37.90,37.90,78.25,31.35
3259,539083,INOXWIND,Inox Wind Ltd,37.90,36.65,80.75,30.80
3044,535621,SVGLOBAL,S V GLOBAL MILL LTD.,37.95,34.35,79.30,26.55
607,507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,38.00,34.20,51.30,21.25
192,500360,RAPICUT,RAPICUT CARBIDES LTD.,38.00,36.60,54.40,35.00
1340,522134,ARTSONEN,ARTSON ENGINEERING LTD.,38.00,35.50,56.00,24.05
3356,539378,SML,Soni Medicare Ltd,38.00,38.00,38.00,36.50
3280,539126,MEP,MEP Infrastructure Developers Ltd,38.05,36.00,45.30,24.90
3710,540954,IWP,The Indian Wood Products Company Ltd,38.05,36.10,95.65,35.60
295,501343,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,38.05,32.40,60.95,30.00
2447,532357,MUKTAARTS,MUKTA ARTS LTD.,38.20,36.65,54.40,31.95
482,505690,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,38.20,38.20,53.25,29.60
3558,540198,OSIAJEE,Osiajee Texfab Ltd,38.35,36.50,38.35,11.52
648,507998,SIMMOND,SIMMONDS MARSHALL LTD.,38.40,35.30,90.00,33.45
455,505302,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,38.45,35.20,49.25,22.35
1005,513519,PITTIENG,Pitti Engineering Ltd-$,38.50,37.50,62.00,31.50
3622,540647,GANGESSEC,Ganges Securities Ltd,38.50,36.10,52.50,30.15
45,500101,ARVIND,ARVIND LTD.,38.55,38.05,96.50,33.30
1065,514302,VIPPYSP,VIPPY SPINPRO LTD.,38.55,38.25,49.05,29.40
1147,517238,DYNAVSN,DYNAVISION LTD.,38.65,38.05,57.00,38.05
2770,532930,BGRENERGY,BGR ENERGY SYSTEMS LTD.,38.70,37.10,73.25,28.00
2979,534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.,38.70,38.70,46.75,31.00
3692,540824,ASTRON,Astron Paper & Board Mill Ltd,38.85,38.25,123.80,35.60
578,506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,38.95,38.95,41.00,38.95
1155,517330,CMI,CMI LTD.,39.00,35.55,175.00,35.55
3599,540468,KMSMEDI,KMS Medisurgi Ltd,39.00,38.00,42.00,30.00
622,507813,NOL,NATIONAL OXYGEN LTD.,39.00,36.65,65.40,28.05
1669,526492,RISHIROOP,Rishiroop Ltd,39.00,37.85,67.40,29.05
402,504286,DELTAMAGNT,DELTA MAGNETS LTD.,39.00,31.00,85.95,31.00
1256,520021,OMAXAUTO,OMAX AUTOS LTD.,39.30,38.35,100.80,32.55
1742,526849,BANARBEADS,BANARAS BEADS LTD.,39.30,34.10,61.80,25.20
2482,532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,39.40,39.40,45.00,18.50
1016,513599,HINDCOPPER,HINDUSTAN COPPER LTD.,39.50,37.70,52.70,27.90
3180,538732,VGCL,Vibrant Global Capital Ltd,39.50,39.50,62.00,39.50
1413,523371,MAWANASUG,MAWANA SUGARS LTD.,39.60,38.35,61.30,25.75
1192,518011,KEERTHI,KEERTHI INDUSTRIES LTD.,39.65,39.65,73.95,38.85
3862,542721,ARL,Anand Rayons Ltd,39.65,39.65,51.00,26.50
1630,526227,FILATEX,FILATEX INDIA LTD.-$,39.70,39.00,59.00,32.00
3140,538562,SKIPPER,Skipper Ltd,39.70,37.60,78.00,37.00
207,500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,39.80,37.55,55.00,22.55
2785,532951,GSS,GSS INFOTECH LTD.,39.95,38.35,145.00,20.60
2456,532372,VIRINCHI,Virinchi Ltd,39.95,38.45,93.00,31.20
3116,538365,ADHUNIKIND,Adhunik Industries Ltd,39.95,37.25,127.00,34.20
196,500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,39.95,39.95,39.95,3.28
2685,532807,CINELINE,Cineline India Limited,39.95,38.30,51.00,24.00
3344,539314,UNIAUTO,Universal Autofoundry Ltd,40.00,40.00,79.00,40.00
3215,538897,SHRINIWAS,Shri Niwas Leasing And Finance Ltd,40.00,40.00,40.00,40.00
608,507609,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,40.00,40.00,55.55,40.00
1835,530245,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,40.00,39.90,54.00,30.00
629,507864,PIONRINV,PIONEER INVESTCORP LTD.,40.00,36.25,48.00,20.10
1832,530233,AUROLAB,AURO LABORATORIES LTD.,40.00,37.50,74.85,37.50
547,506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,40.00,38.00,72.00,34.00
3105,537840,RAUNAQEPC,Raunaq EPC International Ltd,40.00,40.00,86.80,17.15
890,512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,40.15,40.15,40.15,23.00
2574,532648,YESBANK,YES BANK LTD.,40.20,37.55,285.90,29.05
2693,532815,SMSPHARMA,SMS PHARMACEUTICALS LTD.,40.25,39.70,69.65,37.60
215,500414,TIMEX,TIMEX GROUP INDIA LTD.-$,40.30,38.30,56.85,29.40
2126,531380,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,40.30,40.30,61.00,30.20
1455,523672,FLEXFO,FLEX FOODS LTD.-$,40.45,39.00,73.80,37.00
3694,540843,RITHWIKFMS,Rithwik Facility Management Services Ltd,40.50,40.50,40.50,30.00
160,500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,40.60,37.15,95.80,37.15
1757,526931,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,40.80,34.50,78.00,34.50
1112,516030,YASHPAKKA,Yash Pakka Ltd-$,40.80,38.60,60.70,34.05
1127,517035,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,40.85,38.65,52.40,33.55
1324,522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.,40.90,37.50,65.00,35.40
3514,540061,BIGBLOC,Bigbloc Construction Ltd,41.00,41.00,41.80,21.20
3538,540136,HPL,HPL Electric & Power Ltd,41.00,38.30,69.90,35.00
3578,540332,TANVI,Tanvi Foods (India) Ltd,41.00,39.00,55.00,36.45
1037,514087,PBMPOLY,PBM POLYTEX LTD.-$,41.00,38.00,87.85,30.00
2699,532826,RAJTV,RAJ TELEVISION NETWORK LTD.,41.20,38.00,52.90,30.80
2654,532761,HOVS,HOV SERVICES LTD.,41.35,38.90,171.70,38.90
3476,539884,DARSHANORNA,Darshan Orna Ltd,41.35,41.35,64.00,25.00
68,500136,ESTER,ESTER INDUSTRIES LTD.,41.50,39.00,45.15,22.65
1248,519566,SIMRAN,SIMRAN FARMS LTD.,41.50,38.50,105.00,38.00
3377,539437,IDFCFIRSTB,IDFC First Bank Ltd,41.55,39.50,56.90,36.15
1771,527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,41.70,37.85,41.70,16.35
2398,532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,41.80,40.55,59.50,36.90
2884,533212,GKB,GKB OPHTHALMICS LTD.,41.80,41.80,126.95,28.35
503,505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,41.90,40.00,65.00,32.00
3803,542057,BCPL,BCPL Railway Infrastructure Ltd,41.90,41.90,45.00,30.50
3428,539636,PRECAM,Precision Camshafts Ltd,41.95,40.30,67.00,23.70
2645,532748,PFOCUS,PRIME FOCUS LTD.,42.00,39.00,93.00,31.75
120,500231,UMANGDAIR,UMANG DAIRIES LTD.,42.00,42.00,63.80,32.10
3569,540252,VSL,Veeram Securities Ltd,42.00,42.00,48.00,36.30
3737,541206,OBCL,Orissa Bengal Carrier Ltd,42.00,42.00,60.10,36.20
445,505212,JAINEX,JAINEX AAMCOL LTD.,42.00,42.00,57.00,42.00
77,500153,GANESHBE,GANESH BENZOPLAST LTD.,42.00,38.30,54.50,24.20
181,500337,PRIMESECU,PRIME SECURITIES LTD.,42.00,39.05,51.50,29.60
307,501700,INDIANVSH,INDIANIVESH LTD.,42.05,41.15,74.00,35.00
679,509009,AUSOMENT,AuSom Enterprise Limited,42.15,41.10,52.30,26.00
2525,532508,JSL,JINDAL STAINLESS LTD.,42.30,40.60,47.25,26.80
3018,534755,TRIOMERC,TRIO MERCANTILE & TRADING LTD.,42.40,37.95,42.40,19.90
2092,531297,ARTEFACT,ARTEFACT PROJECTS LTD.,42.50,40.40,52.45,21.35
2687,532809,FSL,FIRSTSOURCE SOLUTIONS LTD.,42.60,41.60,57.85,36.55
2191,531560,AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,42.75,42.75,45.00,42.75
936,512597,KEYFINSER,Keynote Financial Services Ltd,42.90,42.80,47.90,26.60
1600,524824,BALPHARMA,BAL PHARMA LTD.,42.90,41.50,78.50,33.10
1258,520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,43.00,41.50,65.35,30.40
922,512493,GARNETINT,GARNET INTERNATIONAL LTD.,43.00,43.00,74.00,21.70
3896,542924,JANUSCORP,Janus Corporation Ltd,43.00,42.75,50.70,42.75
2099,531314,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,43.00,43.00,49.50,43.00
2990,534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,43.00,38.70,72.35,29.95
2368,532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,43.00,41.50,52.40,33.80
1042,514142,TTL,T T LTD.-$,43.20,41.00,65.00,30.00
3647,540702,LASA,Lasa Supergenerics Ltd,43.40,41.00,43.40,9.48
1255,520008,RICOAUTO,RICO AUTO INDUSTRIES LTD.,43.55,41.80,74.50,34.60
1814,530163,KERALAYUR,KERALA AYURVEDA LTD.,43.60,43.50,69.40,36.35
51,500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,43.60,42.10,76.10,40.00
3468,539854,HALDER,Halder Venture Ltd,43.70,43.70,78.00,17.02
3160,538635,SNOWMAN,Snowman Logistics Ltd,43.70,43.25,45.80,26.60
644,507966,RASRESOR,RAS RESORTS & APART HOTELS LTD.,43.70,43.70,46.90,35.15
3087,537292,AGRITECH,Agri- Tech (India) Ltd,43.75,42.25,75.50,40.00
1202,519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,43.75,40.15,43.75,18.60
2772,532932,MANAKSIA,MANAKSIA LTD.,43.80,42.85,44.55,28.95
1059,514266,ZENIFIB,ZENITH FIBRES LTD.-$,43.85,40.00,69.90,38.35
1418,523391,NAHARPOLY,NAHAR POLYFILMS LTD.,43.85,38.45,43.85,22.00
2757,532915,RELIGARE,RELIGARE ENTERPRISES LTD.,43.90,41.55,60.60,18.35
3100,537785,ANISHAIMPEX,Anisha Impex Ltd,44.00,40.00,57.00,36.50
3072,536710,SRGSFL,S R G Securities Finance Ltd,44.00,44.00,44.00,39.90
2643,532745,INDICAP,Inditrade Capital Limited,44.00,41.05,59.50,23.15
1511,524230,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,44.15,42.85,67.25,36.25
1834,530239,SUVEN,SUVEN LIFE SCIENCES LTD.,44.20,42.25,44.20,15.25
1876,530431,ADORFO,ADOR FONTECH LTD.-$,44.30,42.05,61.23,37.00
2590,532668,AURIONPRO,AURIONPRO SOLUTIONS LTD.,44.60,43.30,159.00,40.60
574,506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.,44.70,40.50,67.20,37.65
809,511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,44.90,42.25,72.75,38.75
3638,540693,SHISHIND,Shish Industries Ltd,44.90,43.00,48.00,32.00
427,504882,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,44.95,44.95,44.95,26.50
2315,531979,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,45.00,41.80,89.70,38.40
669,508954,FINKURVE,Finkurve Financial Services Ltd,45.00,45.00,55.30,27.75
944,512634,SAVERA,SAVERA INDUSTRIES LTD.,45.00,40.50,73.90,37.20
3736,541196,LEX,Lex Nimble Solutions Ltd,45.00,45.00,45.00,31.00
3446,539760,RELICAB,Relicab Cable Manufacturing Ltd,45.00,45.00,49.25,31.70
3311,539224,HCKKVENTURE,HCKK Ventures Ltd,45.00,45.00,45.00,42.75
1795,530079,FAZE3Q,FAZE THREE LTD.-$,45.00,42.50,62.75,26.25
3595,540405,OCEANIC,Oceanic Foods Ltd,45.10,42.60,70.00,31.24
3863,542724,EARUM,Earum Pharmaceuticals Ltd,45.20,44.70,81.90,30.00
214,500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,45.20,41.30,118.20,41.30
2499,532457,GULPOLY,GULSHAN POLYOLS LTD.,45.30,41.95,57.70,32.55
3814,542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,45.50,45.50,48.65,32.05
399,504240,DLTNCBL,DELTON CABLES LTD.,45.50,42.20,50.65,12.40
509,506022,PRAKASH,PRAKASH INDUSTRIES LTD.,45.60,44.00,85.85,31.20
3342,539309,RAMASTEEL,Rama Steel Tubes Ltd,45.70,44.20,126.75,30.30
55,500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,45.75,43.70,60.10,29.50
3314,539227,LOYAL,Loyal Equipments Ltd,45.95,42.10,46.30,24.35
880,512215,STEPHANOTIS,Stephanotis Finance Ltd,46.00,46.00,95.95,44.00
3775,541703,GFIL,Ganesh Films India Ltd,46.00,43.50,65.00,31.20
1582,524717,TITANBIO,TITAN BIOTECH LTD.,46.15,42.00,50.85,30.95
606,507580,IVP,IVP LTD.,46.20,45.00,142.45,43.40
3666,540738,STL,Shreeji Translogistics Ltd,46.25,46.25,51.62,43.00
463,505400,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,46.40,42.95,60.50,31.00
3817,542285,AXITA,Axita Cotton Ltd,46.50,46.50,52.00,29.50
2035,531169,SKPSEC,SKP SECURITIES LTD.,46.50,43.25,69.80,39.10
3413,539562,AARNAV,Aarnav Fashions Ltd,46.60,46.00,48.20,15.75
170,500315,ORIENTBANK,ORIENTAL BANK OF COMMERCE,46.60,45.45,119.00,45.45
605,507552,FOODSIN,FOODS & INNS LTD.,46.65,42.65,89.14,38.00
3373,539428,TEJNAKSH,Tejnaksh Healthcare Ltd,46.80,42.40,84.00,42.40
563,506734,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,46.85,46.65,91.80,42.40
1115,516064,ARROWGREEN,Arrow Greentech Ltd,46.95,46.00,92.83,39.52
781,511431,VAKRANGEE,Vakrangee Limited-$,47.00,45.85,70.95,22.75
325,502294,NILACHAL,NILACHAL REFRACTORIES LTD.,47.00,44.90,51.90,44.90
3485,539927,LIKHAMI,Likhami Consulting Ltd,47.00,45.00,47.00,41.10
345,502937,KESORAMIND,KESORAM INDUSTRIES LTD.,47.00,43.90,73.92,40.44
1022,513693,KAJARIR,KIC METALIKS LTD.,47.00,47.00,115.55,24.10
3639,540694,ANG,ANG Lifesciences India Ltd,47.00,43.00,65.75,28.20
2822,533029,ALKALI,ALKALI METALS LTD.,47.10,45.50,57.95,32.40
3617,540613,GEL,Gautam Exim Ltd,47.20,42.30,54.10,41.70
1261,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,47.20,45.35,58.95,29.45
1637,526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,47.30,45.85,62.90,41.20
3457,539800,CHDCHEM,CHD Chemicals Ltd,47.45,44.40,56.00,13.60
1915,530655,GOODLUCK,Goodluck India Ltd,47.45,46.10,77.65,39.00
1107,516003,DUROPLY,Duroply Industries Ltd,47.90,43.00,102.80,43.00
592,507474,KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.,47.95,43.00,77.55,37.50
3277,539122,BODHTREE,Bodhtree Consulting Ltd,47.95,44.90,54.20,28.50
2544,532543,GULFPETRO,GP Petroleums Limited,48.00,46.50,76.15,29.00
3723,541133,ACFL,Apex Capital And Finance Ltd,48.00,48.00,48.85,42.05
1598,524818,DYNAMIND,DYNAMIC INDUSTRIES LTD.-$,48.00,41.50,89.90,41.50
3539,540143,SAGARSOFT,Sagarsoft (India) Ltd,48.00,45.25,120.00,30.00
79,500159,METROGLOBL,Metroglobal Limited,48.05,48.05,69.75,41.20
2378,532173,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,48.20,46.10,64.45,32.80
652,508494,WARRENTEA,WARREN TEA LTD.-$,48.30,46.00,72.50,32.05
1853,530315,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,48.35,46.00,66.95,42.00
3187,538772,NIYOGIN,Niyogin Fintech Ltd,48.40,45.00,112.90,37.30
1043,514162,WELSPUNIND,WELSPUN INDIA LTD.,48.40,46.30,66.05,41.00
928,512553,ZENITHEXPO,ZENITH EXPORTS LTD.,48.40,48.40,110.60,32.45
1892,530533,TERAI,TERAI TEA CO.LTD.,48.45,48.45,52.00,30.30
1501,524156,TCMLMTD,TCM LTD.,48.45,48.45,53.00,44.00
26,500052,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,48.45,45.55,87.70,37.35
951,513097,SHBCLQ,SHIVALIK BIMETAL CONTROLS LTD.,48.55,46.00,146.70,34.05
2779,532941,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,48.55,46.60,70.00,35.15
158,500294,NCC,NCC Limited,48.65,46.45,119.15,46.15
2427,532329,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,48.90,47.25,122.60,42.00
2507,532477,UNIONBANK,UNION BANK OF INDIA,48.90,47.40,100.30,47.30
1492,524037,RAMAPHO,RAMA PHOSPHATES LTD.,49.00,47.05,88.00,40.00
1171,517429,ATHENAGLO,Athena Global Technologies Ltd-$,49.00,49.00,54.00,30.50
3797,542013,DOLFIN,Dolfin Rubbers Ltd,49.20,49.20,73.00,32.00
1830,530219,NUTRICIRCLE,Nutricircle Ltd,49.20,49.20,54.60,46.90
3002,534623,JUPITERIN,JUPITER INFOMEDIA LTD.,49.50,47.15,64.80,47.15
2722,532864,NELCAST,NELCAST LTD.,49.80,48.30,81.50,33.10
1988,530979,INDIAHOME,INDIA HOME LOAN LTD.,49.90,44.70,78.60,39.00
708,509486,CAPRIHANS,CAPRIHANS INDIA LTD.-$,50.00,47.95,70.00,34.00
488,505712,HIMTEK,Him Teknoforge Ltd,50.00,44.30,173.00,38.60
382,504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,50.00,42.55,56.50,32.35
436,505029,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,50.15,48.00,94.60,32.95
3905,590003,KARURVYSYA,KARUR VYSYA BANK LTD.,50.20,48.85,84.50,45.50
736,509953,TRADWIN,TRADE WINGS LTD.,50.40,50.40,93.75,50.40
906,512393,SHARDUL,SHARDUL SECURITIES LTD.,50.55,50.55,62.55,29.45
3176,538715,DHABRIYA,Dhabriya Polywood Ltd,50.95,42.25,74.60,31.60
2309,531952,RIBATEX,RIBA TEXTILES LTD.,51.00,47.55,119.00,21.30
2033,531163,KEMISTAR,Kemistar Corporation Limited,51.00,45.00,51.00,31.35
3488,539940,MAXVIL,Max Ventures and Industries Ltd,51.25,49.75,60.85,33.25
1479,523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,51.25,51.25,195.50,24.60
723,509715,JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,51.40,49.20,79.00,39.95
2792,532966,TWL,TITAGARH WAGONS LTD.,51.70,49.15,77.00,31.30
1458,523696,FORTISMLR,Fortis Malar Hospitals Limited,51.80,50.00,64.00,42.00
3268,539112,SAB,SAB Industries Ltd,52.00,52.00,75.60,50.35
3501,539986,COMSYN,Commercial Syn Bags Ltd,52.00,48.05,67.05,36.50
3157,538610,UNISON,Unison Metals Ltd,52.00,52.00,59.80,40.00
3040,535566,KIFS,KIFS FINANCIAL SERVICES LTD.,52.00,47.50,68.25,38.35
2031,531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,52.00,45.50,74.90,35.25
3305,539218,SAUMYA,Saumya Consultants Ltd,52.00,52.00,52.00,51.00
1890,530521,VIRAT,VIRAT INDUSTRIES LTD.,52.05,50.30,76.00,34.15
3899,542934,CBPL,Chandra Bhagat Pharma Ltd,52.10,51.00,52.10,51.00
1007,513532,PRADPME,PRADEEP METALS LTD.,52.15,51.65,81.00,36.25
2843,533137,DEN,Den Networks Ltd,52.15,50.90,98.00,36.75
2607,532698,NITINSPIN,NITIN SPINNERS LTD.,52.25,50.20,94.00,45.25
3288,539151,ARFIN,Arfin India Ltd,52.30,48.00,238.00,40.10
3261,539091,CITL,Consecutive Investment & Trading Company Ltd,52.45,52.45,52.45,52.45
517,506107,PRECTRA,PRECIOUS TRADING & INVESTMENTS LTD.,52.50,52.50,52.50,52.50
3700,540904,TIRUFOAM,Tirupati Foam Ltd,52.50,52.50,109.00,44.00
3575,540293,PRICOLLTD,Pricol Ltd,52.55,49.90,66.25,21.90
532,506235,ALEMBICLTD,ALEMBIC LTD.,52.55,50.65,64.75,31.20
2109,531337,JUMPNET,Jump Networks Ltd,52.75,51.50,76.55,27.35
2865,533170,TAMBOLI,TAMBOLI CAPITAL LTD.,53.00,48.20,84.00,35.40
1189,517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.,53.00,48.55,83.70,39.00
450,505250,GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,53.00,52.90,67.90,35.25
1565,524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,53.10,53.10,61.00,25.80
733,509917,TECHCON,TECHNOJET CONSULTANTS LTD.,53.20,53.20,53.20,53.20
3063,536264,TIGERLOGS,Tiger Logistics (India) Ltd,53.40,49.50,145.00,35.05
1357,522251,CENLUB,CENLUB INDUSTRIES LTD.,53.50,47.00,83.00,47.00
3465,539841,LANCER,Lancer Container Lines Ltd,53.80,48.70,87.90,32.00
927,512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,53.85,51.50,146.80,41.70
486,505710,GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,53.90,51.50,62.90,38.00
1019,513683,NLCINDIA,NLC India Ltd,54.00,51.85,80.35,49.15
3345,539331,VETO,Veto Switchgears and Cables Ltd,54.00,49.35,82.55,33.20
2533,532524,PTC,PTC INDIA LTD.,54.00,51.50,84.55,51.50
699,509196,MMRUBBR-B,MM RUBBER COMPANY LTD.,54.00,51.30,91.65,35.15
1054,514234,SANGAMIND,SANGAM (INDIA) LTD.,54.30,51.35,72.65,32.15
270,500780,ZUARIGLOB,ZUARI GLOBAL LTD.,54.30,50.80,123.30,40.65
3768,541601,RAJNISH,Rajnish Wellness Ltd,54.40,37.15,187.00,36.65
29,500060,BIRLACABLE,Birla Cable Ltd,54.50,52.00,180.50,38.10
2720,532856,TIMETECHNO,TIME TECHNOPLAST LTD.,54.95,52.25,108.60,42.40
1905,530589,PRIMAPLA,PRIMA PLASTICS LTD.,54.95,51.45,107.00,50.60
3904,580001,STAN,STANDARD CHARTERED PLC,54.95,52.10,63.00,46.20
